,date,category,connections
2209,2024-12-15,"skim through, as pages","['flip', 'leaf', 'riffle', 'thumb']"
2210,2024-12-15,perform poorly,"['flail', 'flop', 'flounder', 'tank']"
2211,2024-12-15,spices,"['clove', 'mace', 'nutmeg', 'pepper']"
2212,2024-12-16,classic joke staples,"['bar', 'chicken', 'knock-knock', 'light bulb']"
2213,2024-12-16,snack cakes,"['devil dog', 'ding dong', 'hoho', 'yodel']"
2214,2024-12-16,kinds of play fights,"['food', 'pillow', 'snowball', 'water balloon']"
2215,2024-12-16,types of radio,"['am', 'ham', 'satellite', 'walkie-talkie']"
2216,2024-12-17,kinds of tennis courts,"['carpet', 'clay', 'grass', 'hard']"
2217,2024-12-17,kinds of paper,"['construction', 'graph', 'tissue', 'wax']"
2218,2024-12-17,road,"['artery', 'avenue', 'drag', 'drive']"
2219,2024-12-17,intrepidity,"['grit', 'heart', 'nerve', 'pluck']"
2220,2024-12-18,___ dome,"['capitol', 'chrome', 'onion', 'teapot']"
2221,2024-12-18,investment verbs,"['hedge', 'hold', 'short', 'trade']"
2222,2024-12-18,styles of beer,"['bitter', 'bock', 'sour', 'stout']"
2223,2024-12-18,deal with,"['field', 'handle', 'manage', 'tackle']"
2224,2024-12-19,seen in “donkey kong”,"['barrel', 'gorilla', 'hammer', 'ladder']"
2225,2024-12-19,watercraft,"['barge', 'junk', 'sub', 'tug']"
2226,2024-12-19,bar fixtures,"['counter', 'keg', 'stool', 'tap']"
2227,2024-12-19,defer,"['delay', 'postpone', 'shelve', 'table']"
2228,2024-12-20,complaint homophones,"['grown', 'mown', 'whale', 'wine']"
2229,2024-12-20,kinds of bros,"['crypto', 'finance', 'pharma', 'tech']"
2230,2024-12-20,types of sentences,"['command', 'exclamation', 'question', 'statement']"
2231,2024-12-20,concoction,"['cocktail', 'compound', 'mixture', 'solution']"
2232,2024-12-21,things called “oscar”,"['baloney', 'grouch', 'o', 'statuette']"
2233,2024-12-21,kinds of beds,"['bunk', 'canopy', 'murphy', 'sleigh']"
2234,2024-12-21,cooking vessels,"['casserole', 'crock', 'pan', 'pot']"
2235,2024-12-21,loop,"['band', 'circle', 'hoop', 'ring']"
2236,2024-12-22,first in a comedy duo,"['abbott', 'fry', 'key', 'laurel']"
2237,2024-12-22,police procedurals,"['bones', 'elementary', 'kojak', 'monk']"
2238,2024-12-22,palindromes,"['abba', 'kayak', 'nun', 'stats']"
2239,2024-12-22,slang for head,"['coconut', 'crown', 'dome', 'skull']"
2240,2024-12-23,super ___,"['8', 'bowl', 'glue', 'tuesday']"
2241,2024-12-23,"ways to express 1,000","['grand', 'k', 'm', 'thou']"
2242,2024-12-23,necklines,"['boat', 'crew', 'scoop', 'v']"
2243,2024-12-23,homophones,"['ewe', 'u', 'yew', 'you']"
2244,2024-12-24,"when tripled, hit song titles","['bills', 'bye', 'gimme', 'please']"
2245,2024-12-24,words that sound like plural letters,"['bees', 'ease', 'jays', 'use']"
2246,2024-12-24,"beloved, as a friend","['close', 'dear', 'intimate', 'tight']"
2247,2024-12-24,"“lions and tigers and bears, oh my!”","['bears', 'lions', 'oh my', 'tigers']"
2248,2024-12-25,“s.n.l.” cast members,"['fey', 'rudolph', 'shannon', 'strong']"
2249,2024-12-25,female animals,"['jenny', 'nanny', 'queen', 'vixen']"
2250,2024-12-25,archers,"['cupid', 'hawkeye', 'robin hood', 'sagittarius']"
2251,2024-12-25,celestial objects,"['comet', 'moon', 'planet', 'star']"
2252,2024-12-26,"u.s. state abbreviations, per ap style guide","['ala', 'ark', 'miss', 'ore']"
2253,2024-12-26,"sizable, as an amount","['handsome', 'healthy', 'respectable', 'tidy']"
2254,2024-12-26,trees,"['elder', 'palm', 'pine', 'spruce']"
2255,2024-12-26,approximately,"['about', 'around', 'like', 'roughly']"
2256,2024-12-27,oscar-winning actors,"['bridges', 'irons', 'phoenix', 'washington']"
2257,2024-12-27,they have a horn,"['africa', 'bugler', 'car', 'unicorn']"
2258,2024-12-27,"pushes, as a button","['clicks', 'hits', 'presses', 'taps']"
2259,2024-12-27,breakfast sides,"['bacon', 'grits', 'hash', 'toast']"
2260,2024-12-28,starting with possessive pronouns,"['hershey', 'histamine', 'itsy', 'minefield']"
2261,2024-12-28,proverbial things to kick,"['can', 'habit', 'hornets’ nest', 'tires']"
2262,2024-12-28,objects from greek myth,"['aegis', 'apple of discord', 'golden fleece', 'pandora’s box']"
2263,2024-12-28,“nothing to it!”,"['easy', 'no sweat', 'piece of cake', 'sure thing']"
2264,2024-12-29,tree homophones,"['beach', 'fur', 'pair', 'you']"
2265,2024-12-29,different amounts of hair,"['head', 'lock', 'strand', 'wisp']"
2266,2024-12-29,appointment specifications,"['date', 'duration', 'location', 'time']"
2267,2024-12-29,shades of red,"['brick', 'cherry', 'maroon', 'ruby']"
2268,2024-12-30,"names featuring ""!""","['airplane', 'jeopardy', 'pink', 'yahoo']"
2269,2024-12-30,"pay, with “up”","['ante', 'cough', 'pony', 'settle']"
2270,2024-12-30,used to make coffee,"['beans', 'filter', 'grinder', 'water']"
2271,2024-12-30,lunch orders,"['club', 'hero', 'melt', 'wrap']"
2272,2024-12-31,name ___,"['brand', 'drop', 'game', 'names']"
2273,2024-12-31,words before an addressee,"['attention', 'dear', 'for', 'to']"
2274,2024-12-31,fun time,"['ball', 'blast', 'kick', 'thrill']"
2275,2024-12-31,move quickly,"['bolt', 'dart', 'dash', 'fly']"
2276,2025-01-01,ending with synonyms for “plunge”,"['gatecrash', 'raindrop', 'skydive', 'waterfall']"
2277,2025-01-01,dutch symbols,"['canal', 'clog', 'tulip', 'windmill']"
2278,2025-01-01,things that luminesce,"['aurora', 'firefly', 'glowstick', 'radium']"
2279,2025-01-01,slimy animals,"['earthworm', 'eel', 'salamander', 'slug']"
2280,2025-01-02,dog ___,"['days', 'paddle', 'tag', 'tired']"
2281,2025-01-02,one in a group of twelve,"['donut', 'inch', 'juror', 'month']"
2282,2025-01-02,cadence,"['beat', 'meter', 'rhythm', 'time']"
2283,2025-01-02,perceive,"['catch', 'clock', 'notice', 'register']"
2284,2025-01-03,pot___,"['belly', 'hole', 'luck', 'sticker']"
2285,2025-01-03,kinds of mushrooms,"['button', 'morel', 'oyster', 'trumpet']"
2286,2025-01-03,one dollar,"['buck', 'clam', 'single', 'smacker']"
2287,2025-01-03,parts of a foot,"['arch', 'ball', 'heel', 'sole']"
2288,2025-01-04,depicted in dalí’s “the persistence of memory”,"['ant', 'branch', 'clock', 'melting']"
2289,2025-01-04,mark as completed,"['check', 'cross', 'strike', 'tick']"
2290,2025-01-04,fasteners,"['buckle', 'clip', 'hook', 'snap']"
2291,2025-01-04,crush into a compact shape,"['ball', 'crumple', 'scrunch', 'wad']"
2292,2025-01-05,words before “drum”,"['ear', 'kettle', 'oil', 'snare']"
2293,2025-01-05,remote control functions,"['home', 'mute', 'stop', 'volume']"
2294,2025-01-05,earn,"['gross', 'make', 'net', 'yield']"
2295,2025-01-05,hardly bustling,"['calm', 'quiet', 'sleepy', 'slow']"
2296,2025-01-06,synonyms for rear end minus last letter,"['ars', 'boot', 'but', 'rum']"
2297,2025-01-06,metaphors for easy things,"['abc', 'breeze', 'picnic', 'pie']"
2298,2025-01-06,catchall,"['blanket', 'broad', 'general', 'umbrella']"
2299,2025-01-06,breathe hard,"['gasp', 'heave', 'pant', 'puff']"
2300,2025-01-07,___ is ___ (is ___),"['a deal', 'a rose', 'enough', 'love']"
2301,2025-01-07,book subtitles,"['a life', 'a novel', 'essays', 'part one']"
2302,2025-01-07,a handful of,"['a few', 'certain', 'some', 'various']"
2303,2025-01-07,vocal music,"['a cappella', 'barbershop', 'doo-wop', 'madrigal']"
2304,2025-01-08,words misspelled in nu metal band names,"['biscuit', 'corn', 'lincoln', 'stained']"
2305,2025-01-08,distinctive features of an elephant,"['ear', 'memory', 'trunk', 'tusk']"
2306,2025-01-08,accessories for playing an instrument,"['bow', 'drumstick', 'mallet', 'pick']"
2307,2025-01-08,section,"['branch', 'division', 'limb', 'wing']"
2308,2025-01-09,last words in “america the beautiful”,"['from', 'sea', 'shining', 'to']"
2309,2025-01-09,corporate departments,"['finance', 'it', 'legal', 'sales']"
2310,2025-01-09,dog commands,"['come', 'heel', 'sit', 'stay']"
2311,2025-01-09,vendor’s spot at a market,"['booth', 'stall', 'stand', 'table']"
2312,2025-01-10,featured in the monty hall problem,"['car', 'door', 'goat', 'host']"
2313,2025-01-10,ingredients in an old fashioned,"['bitters', 'orange', 'rye', 'sugar']"
2314,2025-01-10,“calm down”,"['chill', 'easy', 'enough', 'relax']"
2315,2025-01-10,be contingent (on),"['depend', 'hinge', 'rely', 'rest']"
2316,2025-01-11,___ court,"['food', 'kangaroo', 'supreme', 'tennis']"
2317,2025-01-11,olympic events since 2000,"['breaking', 'surfing', 'taekwondo', 'trampoline']"
2318,2025-01-11,things to do at a work event,"['circulate', 'converse', 'mingle', 'network']"
2319,2025-01-11,display of rows and columns,"['array', 'grid', 'matrix', 'table']"
2320,2025-01-12,things featuring tails,"['coin toss', 'comets', 'dress coat', 'sonic the hedgehog']"
2321,2025-01-12,classic atari games,"['asteroids', 'breakout', 'centipede', 'defender']"
2322,2025-01-12,woo,"['charm', 'court', 'pursue', 'romance']"
2323,2025-01-12,fabrication,"['fairy tale', 'fantasy', 'fiction', 'invention']"
2324,2025-01-13,___worm,"['book', 'earth', 'glow', 'inch']"
2325,2025-01-13,driving instructor directives,"['brake', 'park', 'signal', 'turn']"
2326,2025-01-13,cache,"['bank', 'pool', 'reserve', 'store']"
2327,2025-01-13,teach,"['coach', 'guide', 'school', 'train']"
2328,2025-01-14,bird plus letter,"['crowd', 'gully', 'puffing', 'swank']"
2329,2025-01-14,things in a camera kit,"['body', 'flash', 'lens', 'strap']"
2330,2025-01-14,term,"['meeting', 'period', 'session', 'sitting']"
2331,2025-01-14,operating,"['active', 'functional', 'running', 'working']"
2332,2025-01-15,fictional misters,"['big', 'peanut', 'robot', 'toad']"
2333,2025-01-15,martini specifications,"['dirty', 'dry', 'perfect', 'wet']"
2334,2025-01-15,lacking,"['light', 'low', 'short', 'shy']"
2335,2025-01-15,means,"['mechanism', 'medium', 'tool', 'vehicle']"
2336,2025-01-16,___ rat,"['gym', 'mall', 'pack', 'rug']"
2337,2025-01-16,spy,"['agent', 'asset', 'mole', 'plant']"
2338,2025-01-16,installed on a wall,"['baseboard', 'outlet', 'sconce', 'switch']"
2339,2025-01-16,buying and selling,"['business', 'commerce', 'market', 'trade']"
2340,2025-01-17,ending with beer brands,"['autoharp', 'contrabass', 'pepperoni', 'rosebud']"
2341,2025-01-17,web browsers,"['chrome', 'edge', 'opera', 'safari']"
2342,2025-01-17,strike,"['bop', 'hit', 'knock', 'tap']"
2343,2025-01-17,frankfurter,"['banger', 'brat', 'link', 'sausage']"
2344,2025-01-18,turn the ___,"['corner', 'page', 'tables', 'tide']"
2345,2025-01-18,info on a record,"['album', 'artist', 'label', 'track']"
2346,2025-01-18,barb,"['spine', 'spur', 'sticker', 'thorn']"
2347,2025-01-18,desire,"['drive', 'impulse', 'itch', 'urge']"
2348,2025-01-19,they have rays,"['aquarium', 'geometry', 'sun', 'tampa bay']"
2349,2025-01-19,landforms,"['basin', 'bluff', 'cape', 'plain']"
2350,2025-01-19,court filing,"['action', 'case', 'claim', 'suit']"
2351,2025-01-19,fund,"['kitty', 'pool', 'pot', 'purse']"
2352,2025-01-20,___ sheet,"['balance', 'cheat', 'cookie', 'fitted']"
2353,2025-01-20,associated with popeye,"['anchor', 'forearm', 'pipe', 'spinach']"
2354,2025-01-20,corners,"['angle', 'bend', 'crook', 'elbow']"
2355,2025-01-20,"take on, as a responsibility","['assume', 'bear', 'handle', 'shoulder']"
2356,2025-01-21,doctors in pop culture,"['no', 'octopus', 'pepper', 'who']"
2357,2025-01-21,used to clear snow,"['plow', 'salt', 'sand', 'shovel']"
2358,2025-01-21,small likeness,"['doll', 'figure', 'miniature', 'model']"
2359,2025-01-21,putdown,"['barb', 'crack', 'dig', 'slight']"
2360,2025-01-22,___ up,"['batter', 'bottoms', 'chin', 'lawyer']"
2361,2025-01-22,ones wearing robes,"['boxer', 'judge', 'monk', 'wizard']"
2362,2025-01-22,results of some digging,"['ditch', 'hole', 'pit', 'trench']"
2363,2025-01-22,types of academic courses,"['discussion', 'lab', 'lecture', 'seminar']"
2364,2025-01-23,rhymes of u.s. president names,"['pagan', 'smarter', 'vixen', 'widen']"
2365,2025-01-23,parts of an indiana jones costume,"['bomber', 'fedora', 'satchel', 'whip']"
2366,2025-01-23,picnic accessories,"['basket', 'blanket', 'cooler', 'utensils']"
2367,2025-01-23,outdo,"['better', 'eclipse', 'surpass', 'top']"
2368,2025-01-24,___ patch,"['cabbage', 'nicotine', 'rough', 'soul']"
2369,2025-01-24,vocation,"['craft', 'line', 'trade', 'work']"
2370,2025-01-24,rude things to do,"['interrupt', 'litter', 'point', 'stare']"
2371,2025-01-24,contemplate,"['brood', 'muse', 'ponder', 'reflect']"
2372,2025-01-25,words after the prefix “tri-”,"['angle', 'cycle', 'dent', 'pod']"
2373,2025-01-25,words derived from japanese,"['emoji', 'ginkgo', 'karaoke', 'tycoon']"
2374,2025-01-25,features of a ski resort,"['lift', 'lodge', 'mogul', 'slope']"
2375,2025-01-25,school periods,"['class', 'homeroom', 'lunch', 'recess']"
2376,2025-01-26,dance events plus a letter,"['bally', 'discog', 'promo', 'raven']"
2377,2025-01-26,parts of a big rig,"['axles', 'hitch', 'tractor', 'trailer']"
2378,2025-01-26,keep apart,"['cloister', 'seclude', 'separate', 'silo']"
2379,2025-01-26,ways to get food,"['farm', 'fish', 'gather', 'hunt']"
2380,2025-01-27,seen in “the shining”,"['axe', 'hedge maze', 'twins', 'typewriter']"
2381,2025-01-27,“extra virgin olive oil”,"['extra', 'oil', 'olive', 'virgin']"
2382,2025-01-27,protective coverings in nature,"['bark', 'scales', 'shell', 'skin']"
2383,2025-01-27,small amount of food to try,"['bite', 'mouthful', 'sample', 'taste']"
2384,2025-01-28,speed ___,"['bump', 'chess', 'demon', 'dial']"
2385,2025-01-28,candy bars minus “s”,"['airhead', 'mar', 'mound', 'snicker']"
2386,2025-01-28,resistance training equipment,"['band', 'bench', 'dumbbell', 'mat']"
2387,2025-01-28,funny person,"['card', 'character', 'joker', 'laugh']"
2388,2025-01-29,___ house,"['full', 'gingerbread', 'haunted', 'white']"
2389,2025-01-29,movie series with 2024 releases,"['alien', 'gladiator', 'venom', 'wicked']"
2390,2025-01-29,things you might do in your sleep,"['dream', 'drool', 'snore', 'talk']"
2391,2025-01-29,owned,"['bore', 'had', 'held', 'possessed']"
2392,2025-01-30,starting with european capitals,"['bernie', 'parish', 'rigatoni', 'romeo']"
2393,2025-01-30,"keep going on about, with “on”","['dwell', 'harp', 'insist', 'linger']"
2394,2025-01-30,game day fare,"['beer', 'dip', 'pizza', 'wings']"
2395,2025-01-30,intangible quality,"['air', 'aura', 'halo', 'vibe']"
2396,2025-01-31,starts of swimming strokes,"['back', 'breast', 'butter', 'free']"
2397,2025-01-31,ones with discerning tastes,"['connoisseur', 'critic', 'expert', 'snob']"
2398,2025-01-31,schnozz,"['beak', 'honker', 'snoot', 'snout']"
2399,2025-01-31,storage containers,"['case', 'chest', 'crate', 'trunk']"
2400,2025-02-01,strike a ___,"['chord', 'deal', 'match', 'pose']"
2401,2025-02-01,take issue with,"['contest', 'challenge', 'dispute', 'question']"
2402,2025-02-01,components of a mystery,"['alibi', 'clue', 'detective', 'suspect']"
2403,2025-02-01,tint,"['hue', 'shade', 'tinge', 'tone']"
2404,2025-02-02,words after “k”,"['mart', 'pop', 'street', 'swiss']"
2405,2025-02-02,tv comedy families,"['griffin', 'munster', 'partridge', 'pickles']"
2406,2025-02-02,birds that are verbs,"['duck', 'grouse', 'hawk', 'swallow']"
2407,2025-02-02,dejected,"['blue', 'down', 'hangdog', 'sorry']"
2408,2025-02-03,"bungle, with “up”","['foul', 'louse', 'muck', 'screw']"
2409,2025-02-03,bit of citrus garnish,"['slice', 'twist', 'wedge', 'zest']"
2410,2025-02-03,"tiny amount, with “a”","['bit', 'little', 'mite', 'tad']"
2411,2025-02-03,comment after an insult,"['burn', 'ouch', 'snap', 'zing']"
2412,2025-02-04,words before “fingers”,"['butter', 'chicken', 'lady', 'sticky']"
2413,2025-02-04,sports gambling terms,"['favorite', 'parlay', 'spread', 'under']"
2414,2025-02-04,smooth using friction,"['buff', 'file', 'grind', 'sand']"
2415,2025-02-04,conserve,"['keep', 'preserve', 'save', 'store']"
2416,2025-02-05,what “bill” might refer to,"['banknote', 'beak', 'invoice', 'william']"
2417,2025-02-05,things to do with a deck of cards,"['cut', 'deal', 'fan', 'shuffle']"
2418,2025-02-05,indication,"['flag', 'giveaway', 'sign', 'tell']"
2419,2025-02-05,parts of a compensation package,"['bonus', 'insurance', 'salary', 'vacation']"
2420,2025-02-06,first names in jazz,"['cab', 'count', 'dizzy', 'duke']"
2421,2025-02-06,things with necks,"['bottle', 'giraffe', 'guitar', 'lamp']"
2422,2025-02-06,magnanimous,"['grand', 'great', 'lofty', 'noble']"
2423,2025-02-06,delicate,"['faint', 'light', 'mild', 'soft']"
2424,2025-02-07,red ___,"['bull', 'cross', 'herring', 'velvet']"
2425,2025-02-07,associated with the genie in “aladdin”,"['blue', 'earring', 'lamp', 'wishes']"
2426,2025-02-07,things made of rubber,"['balloon', 'eraser', 'galosh', 'tire']"
2427,2025-02-07,be in charge of,"['direct', 'head', 'lead', 'run']"
2428,2025-02-08,___ food,"['fast', 'finger', 'junk', 'soul']"
2429,2025-02-08,time adverbs,"['later', 'now', 'soon', 'then']"
2430,2025-02-08,"scrunch, as fabric","['bunch', 'gather', 'ruffle', 'pucker']"
2431,2025-02-08,info on a baseball card,"['bio', 'player', 'stat', 'team']"
2432,2025-02-09,sci-fi franchises,"['alien', 'avatar', 'dune', 'tron']"
2433,2025-02-09,somebody,"['character', 'individual', 'party', 'person']"
2434,2025-02-09,used when serving soup,"['bowl', 'ladle', 'pot', 'spoon']"
2435,2025-02-09,massive,"['giant', 'jumbo', 'monster', 'super']"
2436,2025-02-10,words famously pronounced different ways,"['aunt', 'either', 'tomato', 'vase']"
2437,2025-02-10,"“aah, enough!”","['mercy', 'stop', 'truce', 'uncle']"
2438,2025-02-10,scents of wine,"['aroma', 'bouquet', 'nose', 'note']"
2439,2025-02-10,sprinkle,"['dust', 'pepper', 'scatter', 'shower']"
2440,2025-02-11,___cap,"['hub', 'knee', 'mad', 'night']"
2441,2025-02-11,yoga accessories,"['block', 'bolster', 'mat', 'strap']"
2442,2025-02-11,buster,"['bub', 'bud', 'jack', 'man']"
2443,2025-02-11,wrest,"['jerk', 'tug', 'wrench', 'yank']"
2444,2025-02-12,"starting with “shake, rattle and roll”","['android', 'rattlesnake', 'rollerblade', 'shakespeare']"
2445,2025-02-12,props for characters on “the simpsons”,"['donut', 'pacifier', 'saxophone', 'skateboard']"
2446,2025-02-12,bits in a variety show,"['dance', 'monologue', 'sketch', 'song']"
2447,2025-02-12,documents of ownership,"['certificate', 'deed', 'receipt', 'title']"
2448,2025-02-13,___ trip,"['ego', 'guilt', 'head', 'power']"
2449,2025-02-13,modal verbs,"['can', 'might', 'must', 'will']"
2450,2025-02-13,"demonstration, as of appreciation","['expression', 'gesture', 'symbol', 'token']"
2451,2025-02-13,template,"['blueprint', 'guide', 'model', 'mold']"
2452,2025-02-14,homophones of bodies of water,"['bae', 'creak', 'see', 'straight']"
2453,2025-02-14,words said to an unsuspecting person,"['boo', 'gotcha', 'guess who', 'surprise']"
2454,2025-02-14,things a rattlesnake does,"['hiss', 'rattle', 'shed', 'slither']"
2455,2025-02-14,mollycoddle,"['baby', 'humor', 'indulge', 'pamper']"
2456,2025-02-15,___cake,"['cheese', 'cup', 'pan', 'short']"
